location	hits	keyword	geo	gprop	GTREND_QUERY	GEOUNIT_TYPE	GEOUNIT_CODE	QUERY_UID	QUERY_BASETERM
Brussels		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 10 Bijvanck	quarter	WK040610	13d15f59-f81d-4978-8534-7b550b07097f	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Delft		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Breda		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 11 Bovenmaten	quarter	WK040611	4efb9f87-d9f5-4499-a44b-09f44ce9babc	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Delft		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Breda		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 12 Hogemaat	quarter	WK040612	401bca6d-af4a-4661-90f4-5f7952c24f3f	TRUE
